昵称,地区,时间,评论
@胡正响,河南,2024-07-23 13:56:33,这个白棚子下的两人也是相信雷总的车技[捂脸][捂脸][捂脸][捂脸][捂脸]
东来东往的东东,黑龙江,2024-07-23 13:29:14,雷总 你的小米 能有它快吗？
喵喵苗苗妙妙,浙江,2024-07-23 13:12:48,雷总是真的换头像了[捂脸]，对不起雷总我现在就攒钱买
Jason,辽宁,2024-07-23 12:41:25,军儿，如果你用这个照片当头像，我就买一辆小米su7[OK]
单防,浙江,2024-07-23 11:54:40,军儿，如果你用这个照片当头像，我就买一辆小米su7[OK]
ZDSNBA,福建,2024-07-23 11:21:18,军儿，如果你用这个照片当头像，你就给我买一辆小米su7[OK]
七秒鍾的記憶丶,云南,2024-07-23 09:49:24,还真的用了[捂脸][捂脸]
£≒,安徽,2024-07-23 09:15:40,你这么高流量 接点广告啊
睡个好觉,江苏,2024-07-23 09:04:09,"@夺慕 @冬倓. @世界调成静音 @一棵橘子树🍟 @🍟🦈 @兴奋的饺子 @薯条🍟拍拍拍 @Star🍟HKY @暴富小粥桃🌵 @禾桉. @旧林凛 @5739 @picril🍟 @蜡笔不小新🖍️ @小鹿维维 @hana @相遇 @Whisper🍟 @围巾鱼 @稚"" 给我买"
@桃子🍑爆爆吖,广西,2024-07-23 08:56:59,雷总，你用这张图片做头像，可以卖好多辆小米Su7了[呲牙][呲牙]，根本不需要打太多的广告了
Sean,四川,2024-07-23 02:48:44,雷冖，你车我先开走了[送心][比心]
六水,四川,2024-07-23 02:22:13,等了105天，终于到了[捂脸]，确实漂亮的没话说[比心][比心][比心]
Q,云南,2024-07-23 00:32:27,军儿 如果您用这张照片当头像  我就买一辆创始版su7。Are you ok
宇宙警备队队长,云南,2024-07-23 00:29:40,明天去学车的时候试一试
晴晴精选,广西,2024-07-23 00:25:35,祝所有看到这视频的朋友今年全部顺利上岸[比心]
用户6609702411009,广东,2024-07-22 23:43:39,小米没有售后，我2018年在小米商城官网买的手机，到手后13天就充不上电，小米修理店检测手机尾插里有一条针断了，要换尾插板，小米商城官网售后不给换也不包修，要自己出钱修，多次投诉无果
魔法少女黄铁锤,广东,2024-07-22 23:39:26,雷总 车订了三个月了 啥时间可以交付呀
VR 大陈,重庆,2024-07-22 22:59:03,后驱 四驱 还是前驱
王建鹏,河南,2024-07-22 22:42:34,你玩真的是吗？[看]
【百搭园造景】,河北,2024-07-22 22:29:26,应该叫电门不能叫油门[捂脸]
玩车大队长,湖南,2024-07-22 22:28:10,雷总您好，您造车就好好造车嘛，还研究上漂移了？关键也不好使呀
ᴶᵁᴺ.,广东,2024-07-22 22:25:26,雷总  你要是换这个照片当头像就给我买一辆小米su7怎么样[大金牙]
疯疯癫癫走一生,河北,2024-07-22 22:20:49,一个做手机的不知道做汽车好不好，反正我买的小米全自动洗衣机不怎么样，都不敢相信小米品牌了
宇宙超级无敌暴龙战士ㅤ,河南,2024-07-22 22:18:15,这是我能玩的吗？[不看][不看][不看]
乐加乐,山西,2024-07-22 22:14:34,建议不要发这种有危险性的教学视频，很多小年轻拿了驾照追求刺激可能会模仿，有很大安全隐患
月芽,贵州,2024-07-22 22:11:54,雷总，小米13pro刷抖音不行哇，会闪退，而且微信也会闪退，咋回事儿呀
肛满屎粑碎,广西,2024-07-22 21:55:39,雷总，如果你用这张做头像。你就给我买一辆SU7吧[捂脸]
🌈黑夜,湖南,2024-07-22 21:40:04,你这是电车哪来的油门不应该电门吗[捂脸]
Yolwaa,河南,2024-07-22 21:39:57,真的过瘾，请问下来怎么打方向
大春啊,浙江,2024-07-22 21:37:06,雷总，你这个是电门，不是油门。这个我必须纠正。
吴再买,广东,2024-07-22 21:22:58,雷爸 我离漂移炫技只差一台小米su7
奥克姆空气能热水器,重庆,2024-07-22 21:22:48,抖音4大美女
翟❤️小许,江苏,2024-07-22 21:10:11,首先是我的先有一辆速七
🌈gubeilovely🌈,云南,2024-07-22 21:01:37,啥时候能上线一个小米的看电视剧的软件，像是优酷，腾讯视频那样，现在会员价格太高了，开不起，雷总去弄一个，把影视会员的价格打下来。
讨厌鱼,广东,2024-07-22 20:48:21,雷总 办个小米大学 课程就是研究小米产品[九转大肠]我当小米房地产的科研组长[酷拽]
慕容铁蛋,广东,2024-07-22 20:27:18,[酷拽]雷总电影海报
小雪吖,广东,2024-07-22 20:20:34,雷总太帅了，如果你用这个照片当头像，我就买一辆小米su7[舔屏]
二两墨,浙江,2024-07-22 20:10:54,雷总，用这个照片能帮我买辆su7吗
无恙-,广东,2024-07-22 19:33:56,这种情况方向盘咋打？
༨ᝰꫛꫀꪝ,上海,2024-07-22 19:32:28,雷总，什么时候研发小米卫生巾[不失礼貌的微笑]
云上笃行,上海,2024-07-22 19:17:04,军儿，如果你用这个照片当头像，我就买一辆小米su7[OK]
阿华,河南,2024-07-22 19:07:46,不建议学，因为他有N多辆酥妻，而在座的只有一辆[看]
极乐呀,江西,2024-07-22 18:57:04,雷冖，你车我先开走了[比心]
潇洒哥哦,广西,2024-07-22 18:56:47,指导组 让您好好干 加油！！[看][看]
拧斯斯,河南,2024-07-22 18:55:14,学聪明了！都知道拉赞助打广告了[赞][赞][赞][赞][赞]
你美式吧？,上海,2024-07-22 18:52:48,是不是压力有点大啊 ，爸！
暴雨天,河南,2024-07-22 18:36:47,拖飘了，放cw的时候不要按任何键
🌈安天天🌈,福建,2024-07-22 18:33:09,刚在路上看到一台小米su7，这一款是什么颜色呀
骑着小摩托寻找幸运儿！,江苏,2024-07-22 18:32:06,哈哈[微笑]
dodo,广东,2024-07-22 18:30:53,当年我用这个，飘起来，但是甩尾把这个石滚甩起来一直没实现，换个小米速7发动机可以吗？
TtTtT,广东,2024-07-22 18:20:06,雷总，出个小米巨能打呗羽毛球太贵了[流泪][流泪]
麦考利·卡尔金,湖北,2024-07-22 18:16:51,军儿，你猜我会用那个做头像。
湘君股份,江西,2024-07-22 18:13:25,教你们玩漂移，小米轮胎业务100％提升！[舔屏]
超级无敌宇宙第一霹雳迪迦发射激光打败怪兽,山东,2024-07-22 17:58:53,军儿哥，你说的这些我都会，请问小米su7在哪领
🌈日落时ᵏⁱˢˢ,广西,2024-07-22 17:52:15,雷总，小米卫生巾这事能不能考虑一下
你们的大哥哥,重庆,2024-07-22 17:46:26,军儿 我小米电视屏幕垮了可以免费换一个吗
浅浅心动,黑龙江,2024-07-22 17:45:53,这是谁干的，我该不该报警，还能找到人吗？[流泪]
ۣ,浙江,2024-07-22 17:23:05,雷总，听说你没有儿子，不嫌弃的话我想给您养老
x@S.lC,广东,2024-07-22 17:13:12,摩托车 包的
九万里,青海,2024-07-22 17:06:09,雷总都开始接小米苏七的广告了[流泪]
aTCan.,浙江,2024-07-22 17:00:38,想戴上小米眼镜，现在眼镜太贵了，近视的人也多，全是被宰的。[捂脸]
風的！倾诉,江苏,2024-07-22 16:57:46,学会了，我感觉我现在强的可怕！就是没小米SU7
地保,广东,2024-07-22 16:51:07,小军我的空调啥时候安排装车上
阿康卖肥郎,云南,2024-07-22 16:50:47,我讨厌那些玩漂移的人，对自己和他人都不安全
深蓝云梦,云南,2024-07-22 16:50:21,爸
小华哥,北京,2024-07-22 16:49:57,雷总看我做的菜，给我一个小米总部食堂的档口吧
Z大哥,广东,2024-07-22 16:46:35,说了话要负责。赶紧下单
把你手机给我一下,贵州,2024-07-22 16:35:30,这两个人:老板玩的高兴就行
🌸🐯🌸,河北,2024-07-22 16:32:40,朕不信，小雷子送一辆过来让朕试试
尹水机,黑龙江,2024-07-22 16:18:44,一个月才4千多，我怎么敢霍霍车胎呢[捂脸]
🕷️🕸️🕸️🕸️,江苏,2024-07-22 16:13:37,用这个当头像立马下单[比心]
小六子,湖北,2024-07-22 16:13:34,我刚刚拿驾照，小米 su7 油耗怎么样样啊，有没有开过的说说啊？我想买一辆
琅设彦优选店,广东,2024-07-22 16:13:25,雷冖，你的车我就拿走了[看]
我是傻狗🐶,安徽,2024-07-22 16:12:00,爸
一叶知秋,福建,2024-07-22 16:10:11,听说…有人要买车，因为这个头像[不失礼貌的微笑][不失礼貌的微笑][不失礼貌的微笑]
心隨所動,广东,2024-07-22 16:00:40,我试了一下然后就这样了
志伟（翔运通汽车租赁）,宁夏,2024-07-22 15:57:57,雷冖，你的车我先开走了[看]
第二辈半价,广东,2024-07-22 15:46:33,小米公司请到你这样的工人真的好，如果我肠粉店请到你就不用倒闭了，小米长粉不知道有没有的搞[呲牙]
腾戈,江苏,2024-07-22 15:44:18,雷总无时不刻都在刷评论区
无敌LOL大王,湖南,2024-07-22 15:37:38,用这个当头像我就买一辆[大笑]
糖心荷包段,河北,2024-07-22 15:27:33,雷总 这张照片好帅，你要是把头像换成这个，我就买小米su7[看]
恭禧發財,山东,2024-07-22 15:22:20,你哪来的油门？
任己凭栏处,江苏,2024-07-22 15:19:44,雷总，为什么红米k70pro，也属于3000以上机型，无法享受开通FRIEND会员的权益啊，作为一个十年米粉，这么多年一直都用小米，从小米4小米5就开始用了，真的很寒心，当时也是听了您的发布会我才买k70pro的，没想到居然会这样[流泪][流泪][流泪]，雷总一定要看到，一定要看到，我也希望小米越来越好，我还想一直用小米啊[流泪][流泪][流泪]
背上痒痒,广西,2024-07-22 15:19:32,雷总啥时候进军医疗界，医院商业化太严重了生病都不敢去医院[尬笑][尬笑]
阿玺,山西,2024-07-22 15:17:56,雷总听说你买了一辆霞光紫su7.  我想知道你花钱了吗？ 是自己给自己转账吗？？
无敌学生党,河北,2024-07-22 15:14:20,谁不会[捂脸][OK]
胡思琦是我主人,江西,2024-07-22 15:12:53,雷总如果你被绑架了就换这个头像[捂脸]
造化,辽宁,2024-07-22 15:11:00,雷总，我这技术能玩吗？
M哥🇨🇳,上海,2024-07-22 15:09:43,是酱汁吗[看]
风也温柔,陕西,2024-07-22 15:01:18,注意安全，爸[不失礼貌的微笑]
幸福yy,广东,2024-07-22 14:52:53,求小米相机，小米卫生巾
不懂男人心.,四川,2024-07-22 14:49:48,爸
🌈对对对🌈,山东,2024-07-22 14:48:59,雷总能不能把手机，平板什么的都做上定位被偷了，根本不知道怎么办[流泪][流泪]昨天被偷了，平板找不到了
黄玉兰,湖北,2024-07-22 14:45:10,若干年后的小米[得意][得意]又怀念我漂移的那些岁月了[看]
维明📷📷📷,江苏,2024-07-22 14:40:57,还是雷爸爸听我们的话真换头像了[不失礼貌的微笑][不失礼貌的微笑]
内向咋整？？/,广东,2024-07-22 14:39:35,我会了，小米苏7去哪里领[舔屏]
小小超📷,四川,2024-07-22 14:39:02,产品能不能稍微有点质量？[九转大肠]
💜幻💚影❤️,辽宁,2024-07-22 14:37:16,话说小米手机，为发烧而生。我用就特别烫手，小米汽车漂移也是呼呼冒烟，咱就不能研究点温度低的吗？
薛定谔的猫⚛️,浙江,2024-07-22 14:33:57,我在微博上偷的图[看]
抖了个,湖北,2024-07-22 14:30:32,是不是碉堡了？
泗洪浙派厨电卫浴家电批发,江苏,2024-07-22 14:26:41,"雷总请原谅我没有顾及你的感受，
因为喜欢一个人是不需要隐藏的。"
拾忆%,广东,2024-07-22 14:22:55,小米苏七的核心技术是什么[尬笑][尬笑][尬笑]
牛sir,山东,2024-07-22 14:21:36,祝雷总生意兴隆年入百万
桥本有鸡,河南,2024-07-22 14:18:11,雷子我看你也是飘起来了[捂脸]
GTS品牌甄选(浙江总仓),重庆,2024-07-22 14:14:22,雷总！什么时候上映呀[比心][比心][比心]
佛本是道,福建,2024-07-22 14:09:06,在街上一台小米没见着，这车都卖给谁了啊[捂脸][捂脸][捂脸]
up,陕西,2024-07-22 14:09:02,雷总前8000名下单，线下没收到充电宝[泣不成声][泣不成声][泣不成声]
米子哈,辽宁,2024-07-22 14:08:31,雷叔，可以考虑小米房子吗，感觉以后我房子都买不起[流泪][流泪][流泪]
自然卷、,浙江,2024-07-22 14:06:04,给头像点赞了👍
清枫落叶,安徽,2024-07-22 14:01:33,雷总要是开直播收礼物，一场最起码得几十万[看]
-梨花诗,江苏,2024-07-22 13:52:05,雷总，小米卫生巾[色][色][色][色][色][色]
冷风🥶,广东,2024-07-22 13:48:46,雷总。我要去考驾照了。如果我考成功了，能送我一台小米SU7不[捂脸]
上海挚超4014抽画灯条厂家-王文辉,上海,2024-07-22 13:46:49,雷总真的换头像[捂脸]主打一个和用户做朋友
最坚强的人,广东,2024-07-22 13:46:31,小米的核心技术是什么？
菠萝吹雪,贵州,2024-07-22 13:45:44,电车还能冒烟？？
猴子大王1128,江苏,2024-07-22 13:44:03,爸
Marcus,泰国,2024-07-22 13:42:49,造车太辛苦了 头发没了不少
余向前,湖北,2024-07-22 13:30:14,
信哥13,广东,2024-07-22 13:27:30,每次漂移后要不要换一次轮胎？？
🌈自由自在🌈,天津,2024-07-22 13:14:15,雷总，你这么多粉丝怎么不开通星图呢，我看你的视频都是接的小米的广告，这个星图可以接别的品牌的单，也有机会和别的品牌认识一下，丰富一下人脉嘛，你是爱学习的人，不会的话可以查查去，多赚点是点儿嘛。
戏言@,广东,2024-07-22 13:10:36,小雷，能不能不用替身，现场搞一下
后来.....,河南,2024-07-22 13:06:00,我感觉你在误导年轻人，雷总[捂脸]
@不浪漫罪名,广东,2024-07-22 13:01:39,余总: 跟雷总做对手太卷了，啥都得会呀[我想静静][我想静静]
农村人小毕,江苏,2024-07-22 13:01:15,小米酥妻，俊不俊？？[舔屏][舔屏]
999,广东,2024-07-22 12:59:47,漂移学会了，请问雷总车在哪里领
愤怒包工头.,天津,2024-07-22 12:52:35,祝雷总年入百万 心想事成
深海不会加温,广东,2024-07-22 12:48:17,雷总，你还真听粉丝的叫你换头像就换[泣不成声]
梦华冰.,河南,2024-07-22 12:46:26,感谢雷总赐予我工作[流泪]
小可爱,湖南,2024-07-22 12:40:20,雷总，我学会了，你可以送一辆su7，让我实战一下吗
是逸玹啊,甘肃,2024-07-22 12:37:26,雷总:主打一个听劝
知足常乐,湖北,2024-07-22 12:31:06,雷总三年后如果有机会我一定要去里面学习[送心][送心][送心]
XIAODAYU.,新疆,2024-07-22 12:12:17,自己造车自己盘[泣不成声][泣不成声]雷总精神
社恐小钟,浙江,2024-07-22 12:08:09,爸
京落,湖南,2024-07-22 12:06:36,爸
三岁就很美,福建,2024-08-14 10:44:12,军，我这手适合漂移吗
真之棒,湖南,2024-08-12 12:02:15,雷总，这是我的小米手机[流泪]
威海东禾地产有限公司,山东,2024-08-04 22:42:40,雷总家里小米空调从买了制冷就不行怎么说
怡怡睡不醒,湖北,2024-07-28 22:32:58,雷总，如果你用这个头像，你就送我一辆小米su7
黑伦,海南,2024-07-27 17:26:46,谢谢雷总教我漂移[尬笑]
锕00,贵州,2024-07-27 12:39:09,听说小米车主修车，小米直营店还报警了，军快去看看怎么个事
海口龙华风木智商贸行,浙江,2024-07-27 10:31:13,雷总，啥时候考虑一下倒三轮
彬彬爱分享❤️,湖南,2024-07-27 09:21:35,这种教学还是少拍，像我这种比较爱模仿的就很惨[微笑]
涵轩-小飞侠,江苏,2024-07-26 19:32:30,雷总，什么时候能出5w的车[灵机一动]
团子零食屋🍬,浙江,2024-07-25 13:37:06,雷冖，你车我开走了[奸笑]
🌈🌈🌈啦啦啦啦啦啦🌈🌈🌈,上海,2024-07-24 22:45:44,雷大哥，能送我一辆小米su7吗[泣不成声]，才考完证，感觉我现在强的可怕[看]
糊涂铲屎官,陕西,2024-07-24 22:22:13,那个说换头像买SU7 的人买了没。  不能言而无信啊 [泪奔][泪奔][泪奔]
袁子弹,重庆,2024-07-24 20:24:33,雷总我祝你月入过万
🇨🇳1996 钓鱼版,山东,2024-07-24 19:28:58,雷总听说电影开拍了
美女不讲理,河南,2024-07-24 17:52:10,没驾照可以飘逸吗
7x,广东,2024-07-24 16:55:26,我看了一百遍，确定自己会了！！！雷哥，我马上去漂移，就差su7了[泣不成声]
🙂,河南,2024-07-24 16:00:29,雷总，什么时候出这个，su-47攻击机[送心]
君君宝呀,湖南,2024-07-24 12:46:36,爸，你别老换头像，我怕我又认不出你
